epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,261.041,0.35031,0.39931,0.90603,0.83496,0.875,0.86021,0.7431,0.75436,1.10922,0.77795,0.000140445,0.000140445,0.000140445
372,261.704,0.53734,0.56666,0.99356,0.83944,0.875,0.86021,0.72965,0.75917,1.09756,0.78091,0.000136319,0.000136319,0.000136319
373,262.348,0.38827,0.42103,0.79618,0.83944,0.875,0.86021,0.72965,0.75917,1.09756,0.78091,0.000132193,0.000132193,0.000132193
374,263.094,0.38807,0.42204,0.86993,0.84372,0.875,0.86021,0.73382,0.74964,1.07517,0.78085,0.000128067,0.000128067,0.000128067
375,263.778,0.36755,0.38883,0.90284,0.84372,0.875,0.86021,0.73382,0.74964,1.07517,0.78085,0.000123941,0.000123941,0.000123941
376,264.508,0.40135,0.44762,0.86905,0.84818,0.875,0.86021,0.72762,0.74466,1.04734,0.78028,0.000119816,0.000119816,0.000119816
377,265.188,0.34297,0.36778,0.82915,0.84818,0.875,0.86021,0.72762,0.74466,1.04734,0.78028,0.00011569,0.00011569,0.00011569
378,266.038,0.42212,0.4202,0.8887,0.86631,0.89928,0.8955,0.73383,0.7426,1.03096,0.78245,0.000111564,0.000111564,0.000111564
379,266.701,0.39535,0.44556,0.92538,0.86631,0.89928,0.8955,0.73383,0.7426,1.03096,0.78245,0.000107438,0.000107438,0.000107438
380,267.402,0.34596,0.3709,0.8457,0.86526,0.89137,0.8955,0.74423,0.74317,1.01421,0.78397,0.000103312,0.000103312,0.000103312
381,268.049,0.37949,0.3998,0.9491,0.86526,0.89137,0.8955,0.74423,0.74317,1.01421,0.78397,9.91865e-05,9.91865e-05,9.91865e-05
382,268.733,0.47784,0.44238,0.8728,0.85906,0.875,0.86021,0.74106,0.74818,0.99551,0.78768,9.50607e-05,9.50607e-05,9.50607e-05
383,269.375,0.56464,0.49355,0.90924,0.85906,0.875,0.86021,0.74106,0.74818,0.99551,0.78768,9.09349e-05,9.09349e-05,9.09349e-05
384,270.148,0.52047,0.50367,0.90768,0.8548,0.875,0.86021,0.74726,0.74066,0.99211,0.78255,8.6809e-05,8.6809e-05,8.6809e-05
385,270.845,0.33816,0.38284,0.91673,0.8548,0.875,0.86021,0.74726,0.74066,0.99211,0.78255,8.26832e-05,8.26832e-05,8.26832e-05
386,271.517,0.43896,0.47913,0.92676,0.85841,0.88387,0.8955,0.76616,0.7406,0.9935,0.77858,7.85574e-05,7.85574e-05,7.85574e-05
387,272.163,0.33374,0.37746,0.88462,0.85841,0.88387,0.8955,0.76616,0.7406,0.9935,0.77858,7.44316e-05,7.44316e-05,7.44316e-05
388,272.834,0.35079,0.41601,0.88577,0.86102,0.88348,0.8955,0.75576,0.74645,0.99566,0.77782,7.03057e-05,7.03057e-05,7.03057e-05
389,273.504,0.3018,0.37134,0.89869,0.86102,0.88348,0.8955,0.75576,0.74645,0.99566,0.77782,6.61799e-05,6.61799e-05,6.61799e-05
390,274.176,0.35821,0.3883,0.8383,0.86206,0.88333,0.8955,0.75576,0.75659,1.0029,0.78125,6.20541e-05,6.20541e-05,6.20541e-05
391,280.743,0.34522,0.62511,0.8119,0.86206,0.88333,0.8955,0.75576,0.75659,1.0029,0.78125,5.79283e-05,5.79283e-05,5.79283e-05
392,281.458,0.37647,0.64647,0.8904,0.86297,0.88323,0.8955,0.75576,0.77068,0.99131,0.78471,5.38024e-05,5.38024e-05,5.38024e-05
393,282.125,0.40359,0.74231,0.92946,0.86297,0.88323,0.8955,0.75576,0.77068,0.99131,0.78471,4.96766e-05,4.96766e-05,4.96766e-05
394,282.807,0.37072,0.5844,0.89048,0.86488,0.88306,0.8955,0.74004,0.77074,0.98176,0.78425,4.55508e-05,4.55508e-05,4.55508e-05
395,283.457,0.92093,1.24851,0.94838,0.86488,0.88306,0.8955,0.74004,0.77074,0.98176,0.78425,4.1425e-05,4.1425e-05,4.1425e-05
396,284.123,0.26449,0.52392,0.79261,0.86592,0.88445,0.8955,0.73384,0.75963,0.99206,0.77548,3.72991e-05,3.72991e-05,3.72991e-05
397,284.803,0.62288,1.09476,0.92811,0.86592,0.88445,0.8955,0.73384,0.75963,0.99206,0.77548,3.31733e-05,3.31733e-05,3.31733e-05
398,285.52,0.96076,1.36702,0.97343,0.86629,0.88798,0.8955,0.73384,0.75347,1.01132,0.76906,2.90475e-05,2.90475e-05,2.90475e-05
399,286.176,0.40139,0.598,0.92153,0.86629,0.88798,0.8955,0.73384,0.75347,1.01132,0.76906,2.49217e-05,2.49217e-05,2.49217e-05
400,286.846,0.68688,1.12,0.87902,0.86668,0.89028,0.8955,0.73385,0.74536,1.02812,0.76398,2.07958e-05,2.07958e-05,2.07958e-05
